,Tot_Streams,Best_Rank,Top_Category,%Stream,Best_Rank_Moment,Best_Rank_Moment_5_Day
2017-11-04,287104,107,5,0.0027854252206213283,1.0,0.2
2017-11-05,262502,105,5,0.0028696251865160173,1.0,0.6
2017-11-06,277723,117,5,0.002714992171068546,-1.0,0.2
2017-11-07,293707,112,5,0.002785472312804291,1.0,0.2
2017-11-08,293756,111,5,0.0028038780215129747,1.0,0.6
2017-11-09,299497,106,5,0.0028563668004642335,1.0,0.6
2017-11-10,307161,107,5,0.0028264997568597907,-1.0,0.2
2017-11-11,291319,99,5,0.002878002960207906,1.0,0.6
2017-11-12,263502,98,5,0.0029233814713161875,1.0,0.6
2017-11-13,272520,105,5,0.002781068609183017,-1.0,0.2
2017-11-14,283774,105,5,0.0027984156281790455,0.0,0.0
2017-11-15,287142,104,5,0.0028151745301441826,1.0,0.4
2017-11-16,290483,106,5,0.002846342695631347,-1.0,0.0
2017-11-17,300794,107,5,0.00283402610542484,-1.0,-0.4
2017-11-18,289840,93,5,0.0029253513792712816,1.0,0.0
2017-11-19,263225,89,5,0.002948885124811808,1.0,0.2
2017-11-20,273413,104,5,0.002828276859912477,-1.0,-0.2
2017-11-21,289559,99,5,0.0028468146142336583,1.0,0.2
2017-11-22,302510,98,5,0.0029051733405367724,1.0,0.6
2017-11-23,273148,96,5,0.0028851518730666687,1.0,0.6
2017-11-24,252344,90,5,0.0028041217647405137,1.0,0.6
2017-11-25,258522,95,5,0.002804097595291235,-1.0,0.6
2017-11-26,252600,107,5,0.0027947218082907802,-1.0,0.2
2017-11-27,260497,116,5,0.0026951773709929443,-1.0,-0.2
2017-11-28,268810,110,5,0.0027154095252941695,1.0,-0.2
2017-11-29,274531,111,5,0.0027353059194831415,-1.0,-0.6
2017-11-30,280112,108,5,0.0027712634331388325,1.0,-0.2
2017-12-01,292191,119,5,0.002578290226440152,-1.0,-0.2
2017-12-02,278170,119,5,0.002557881788086726,0.0,0.0
2017-12-03,251489,124,5,0.0025014338617272403,-1.0,-0.4
2017-12-04,260541,141,5,0.0024866478717123683,-1.0,-0.4
2017-12-05,278861,125,5,0.0026189601024469355,1.0,-0.4
2017-12-06,296240,113,5,0.002798130832735316,1.0,0.0
2017-12-07,325154,104,5,0.003020244566856789,1.0,0.2
2017-12-08,317951,124,5,0.002820780835990222,-1.0,0.2
2017-12-09,296162,127,5,0.002698620316900044,-1.0,0.2
2017-12-10,271354,122,5,0.00271579193467223,1.0,0.2
2017-12-11,282533,120,5,0.0027890652350624056,1.0,0.2
2017-12-12,292937,120,5,0.002787389175667406,0.0,0.0
2017-12-13,291644,122,5,0.0027760562511671646,-1.0,0.0
2017-12-14,294682,125,5,0.0027825469168002116,-1.0,0.0
2017-12-15,293290,146,5,0.002463739540132418,-1.0,-0.4
2017-12-16,262322,141,5,0.0022956542839617285,1.0,-0.4
2017-12-17,261131,134,5,0.0025866993149735607,1.0,-0.2
2017-12-18,274161,132,5,0.002585228445533718,1.0,0.2
2017-12-19,288558,127,5,0.0026533980884900234,1.0,0.6
2017-12-20,288889,128,5,0.0026281224117773987,-1.0,0.6
2017-12-21,288352,132,5,0.002570182199919516,-1.0,0.2
2017-12-22,260753,153,5,0.00206977131119778,-1.0,-0.2
2017-12-23,248970,154,5,0.0020636287606706195,-1.0,-0.6
2017-12-24,232281,184,5,0.00172741379009285,-1.0,-1.0
2017-12-25,204345,199,5,0.0012976926498229808,-1.0,-1.0
2017-12-26,258952,111,5,0.002966944914186407,1.0,-0.6
2017-12-27,290429,102,5,0.0031640418236718293,1.0,-0.2
2017-12-28,293492,96,5,0.0031551178858349404,1.0,0.2
2017-12-29,280422,105,5,0.0029981737486496044,-1.0,0.2
2017-12-30,282935,97,5,0.003088230494735759,1.0,0.6
2017-12-31,271070,112,5,0.0026264466130664337,-1.0,0.2
2018-01-01,255797,123,5,0.0028405802051946825,-1.0,-0.2
2018-01-02,246758,125,5,0.0027283097780491615,-1.0,-0.6
2018-01-03,261731,127,5,0.0027389128555202146,-1.0,-0.6
2018-01-04,256524,126,5,0.002703852512352288,1.0,0.0
2018-01-05,269468,127,5,0.0026594558004630056,-1.0,0.0
2018-01-06,264743,116,5,0.002729359391639964,1.0,0.0
2018-01-07,244025,121,5,0.0027086363726070454,-1.0,0.0
2018-01-08,260142,130,5,0.002628128088890541,-1.0,0.0
2018-01-09,267184,132,5,0.002604771636612168,-1.0,0.0
